trees,split_attr,accuracy
49,10,89.43089430894308
49,11,89.22764227642277
49,12,89.02439024390246
49,13,88.41463414634147
50,1,92.6829268292683
50,2,92.47967479674796
50,3,92.47967479674796
50,4,91.46341463414636
50,5,90.85365853658536
50,6,91.05691056910568
50,7,90.4471544715447
50,8,89.22764227642277
50,9,89.83739837398373
50,10,89.22764227642277
50,11,89.02439024390246
50,12,88.8211382113821
50,13,86.9918699186992
